text	kind	city	script	has_diacritic
Framency	shop	Banja Luka	latin	0
Francuska Pekara	shop	Sarajevo	latin	0
Fresh	shop	Mostar	latin	0
Frikom	shop	Trebinje	latin	0
Frizerski Salon "Deni"	shop	Bihać	latin	0
Frizerski Salon "Mexx"	shop	Sarajevo	latin	0
Frizerski Salon "STILL"	shop	Sarajevo	latin	0
Frizerski Salon Lilly	shop	Sarajevo	latin	0
Frizerski Salon STUDIO ROYAL	shop	Sarajevo	latin	0
Frizerski Salon Xamix	shop	Sarajevo	latin	0
Frizerski Studio Biljane Dimitrić	shop	Bijeljina	latin	1
Frizerski salon	shop	Sarajevo	latin	0
Frizerski salon "BB"	shop	Sarajevo	latin	0
Frizerski salon "Diva"	shop	Sarajevo	latin	0
Frizerski salon "Edo"	shop	Livno	latin	0
Frizerski salon "Eva"	shop	Livno	latin	0
Frizerski salon "Jaca"	shop	Travnik	latin	0
Frizerski salon "Krecho"	shop	Mostar	latin	0
Frizerski salon "MELI"	shop	Livno	latin	0
Frizerski salon "Šaćka"	shop	Mostar	latin	1
Frizerski salon Ankica	shop	Livno	latin	0
Frizerski salon Apolon	shop	Sarajevo	latin	0
Frizerski salon Azra	shop	Brčko	latin	0
Frizerski salon Danka	shop	Brčko	latin	0
Frizerski salon FIGARO	shop	Brčko	latin	0
Frizerski salon Giselle	shop	Sarajevo	latin	0
Frizerski salon Harry	shop	Tuzla	latin	0
Frizerski salon M&S	shop	Brčko	latin	0
Frizerski salon M-Way	shop	Brčko	latin	0
Frizerski salon MODEL	shop	Sarajevo	latin	0
Frizerski salon Mara	shop	Brčko	latin	0
Frizerski salon Red Carpet 2	shop	Mostar	latin	0
Frizerski salon TAJRA	shop	Zenica	latin	0
Frizerski salon Tanja&Sale	shop	Tuzla	latin	0
Frizerski salon br. 7	shop	Sarajevo	latin	0
Frizerski salon Šarm-Joka	shop	Brčko	latin	1
Frizerski studio Džana	shop	Mostar	latin	1
Frizersko-kozmetički salon Beauty Bar	shop	Banja Luka	latin	1
Frizersko-kozmetički studio Bombastic	shop	Brčko	latin	1
Friško d.o.o.	shop	Sarajevo	latin	1
Frutela	shop	Banja Luka	latin	0
Fuss	shop	Brčko	latin	0
GENELEC	shop	Mostar	latin	0
GEO Gift Shop	shop	Cazin	latin	0
GIR	shop	Sarajevo	latin	0
GL	shop	Tuzla	latin	0
GOGO	shop	Livno	latin	0
GRAND SPORT	shop	Bihać	latin	0
GS	shop	Travnik	latin	0
GT Auto	shop	Banja Luka	latin	0
Gafro-Komerc	shop	Brčko	latin	0
Galaxy Code	shop	Tuzla	latin	0
Galerija Java	shop	Sarajevo	latin	0
Galerija Skulptor	shop	Banja Luka	latin	0
Garden Centar	shop	Bijeljina	latin	0
Gas stanica LPG	shop	Goražde	latin	0
Gatarić	shop	Banja Luka	latin	1
Gaudi Lufthansa City Center	shop	Sarajevo	latin	0
Gazmir	shop	Travnik	latin	0
Gema	shop	Tuzla	latin	0
Genelec	shop	Banja Luka	latin	0
Gentleman's Barber Shop	shop	Travnik	latin	0
Georg komerc	shop	Banja Luka	latin	0
Gerry Weber	shop	Banja Luka	latin	0
Getaldus	shop	Banja Luka	latin	0
Ghetaldus Optika	shop	Tuzla	latin	0
Gigant	shop	Brčko	latin	0
Gold	shop	Zenica	latin	0
Goldi peciva	shop	Banja Luka	latin	0
Goran	shop	Banja Luka	latin	0
Gorenje	shop	Mostar	latin	0
Gorenje servis	shop	Mostar	latin	0
Gorenje shop	shop	Tuzla	latin	0
Gradska Galerija	shop	Bihać	latin	0
Grafos	shop	Livno	latin	0
Graminea - Poljoapoteka Podvornica	shop	Livno	latin	0
Grand 99	shop	Travnik	latin	0
Granoff	shop	Mostar	latin	0
Grazia	shop	Banja Luka	latin	0
Green House	shop	Banja Luka	latin	0
Green print	shop	Sarajevo	latin	0
Grič rasvjeta Lamps&Mirrors	shop	Mostar	latin	1
Guess	shop	Banja Luka	latin	0
Guinot	shop	Banja Luka	latin	0
Guma M	shop	Mostar	latin	0
GumaCo	shop	Zenica	latin	0
Gvoždjara kod Brke	shop	Brčko	latin	1
Gvožđara	shop	Istočno Sarajevo	latin	1
H&E	shop	Goražde	latin	0
H&M	shop	Banja Luka	latin	0
HARO DOO LAMINATI	shop	Sarajevo	latin	0
HAS	shop	Zenica	latin	0
HAXLI	shop	Mostar	latin	0
HF Apoteka	shop	Brčko	latin	0
HGspot	shop	Banja Luka	latin	0
HIT Auto - Auto dijelovi	shop	Bijeljina	latin	0
HT ERONET Centar	shop	Mostar	latin	0
HUSTEL shop	shop	Tuzla	latin	0
Haas	shop	Sarajevo	latin	0
Hadžijin granap	shop	Sarajevo	latin	1
Hair Art	shop	Banja Luka	latin	0
Hair Respect	shop	Banja Luka	latin	0
Hair salon ML	shop	Sarajevo	latin	0
Halilović d.o.o.	shop	Sarajevo	latin	1
Hampi	shop	Bihać	latin	0
Haris Export	shop	Brčko	latin	0
Hass	shop	Zenica	latin	0
Hass Komerc	shop	Zenica	latin	0
Hattrick kladionica	shop	Mostar	latin	0
Hazim	shop	Travnik	latin	0
Hecim	shop	Banja Luka	latin	0
Heliodent d.o.o.	shop	Sarajevo	latin	0
Hello Bello Studio	shop	Banja Luka	latin	0
Hemijska čistionica Jaćimović	shop	Banja Luka	latin	1
Hercegovina promet	shop	Mostar	latin	0
Hercegovinapromet	shop	Mostar	latin	0
Herzeg House - Hercegovačka Kuća	shop	Banja Luka	latin	1
Hifa-Petrol	shop	Tuzla	latin	0
Hiper Kort	shop	Sarajevo	latin	0
HiperKort	shop	Banja Luka	latin	0
Hipermarket Belamionix	shop	Tuzla	latin	0
House	shop	Banja Luka	latin	0
House of Beauty	shop	Banja Luka	latin	0
Hoše Komerc	shop	Sarajevo	latin	1
Hoše komerc	shop	Sarajevo	latin	1
Hyundai	shop	Sarajevo	latin	0
IC štamparija	shop	Mostar	latin	1
IEG	shop	Brčko	latin	0
ILEA bags	shop	Livno	latin	0
ILM	shop	Travnik	latin	0
ILMA	shop	Bihać	latin	0
IN VIVO	shop	Mostar	latin	0
INOMA	shop	Tuzla	latin	0
INTER MOB	shop	Sarajevo	latin	0
INTERIO d.o.o.	shop	Brčko	latin	0
IQ Mobile	shop	Banja Luka	latin	0
IQOS	shop	Banja Luka	latin	0
Igoprom	shop	Banja Luka	latin	0
Ikić trade	shop	Sarajevo	latin	1
Ildi	shop	Brčko	latin	0
Ilićka 01	shop	Brčko	latin	1
Ilma	shop	Bihać	latin	0
Image Haddad	shop	Livno	latin	0
Imbrex	shop	Mostar	latin	0
Imperium d.o.o.	shop	Tuzla	latin	0
Imtec PJ9 Otoka	shop	Sarajevo	latin	0
Indiya Shop	shop	Brčko	latin	0
Industrijska pekara Leoplastik Trebinje	shop	Trebinje	latin	0
Inerflorinvest AG d.o.o.	shop	Sarajevo	latin	0
Infinity	shop	Sarajevo	latin	0
Infocom	shop	Banja Luka	latin	0
Informatički centar	shop	Livno	latin	1
Infot	shop	Travnik	latin	0
Ingel	shop	Tuzla	latin	0
Inoma	shop	Banja Luka	latin	0
Insanić	shop	Banja Luka	latin	1
InterAuto Tuzla	shop	Tuzla	latin	0
Interkomerc	shop	Mostar	latin	0
Interliber.com	shop	Sarajevo	latin	0
Intersport	shop	Sarajevo	latin	0
Intertekstil Čitluk	shop	Mostar	latin	1
Intima Romanca	shop	Mostar	latin	0
Intimno rublje	shop	Livno	latin	0
Inventini Junior Boutique	shop	Mostar	latin	0
Irfo - automehanicar	shop	Tuzla	latin	0
Iris	shop	Banja Luka	latin	0
Iriškić	shop	Banja Luka	latin	1
Irmis	shop	Sarajevo	latin	0
Iskra - El. servis	shop	Tuzla	latin	0
Islamski centar	shop	Mostar	latin	0
Italijanske cipele	shop	Banja Luka	latin	0
Ivanović	shop	Livno	latin	1
Ivančević	shop	Banja Luka	latin	1
Ivančica	shop	Banja Luka	latin	1
Izbor Trgovine	shop	Bihać	latin	0
Izbor trgovine	shop	Sarajevo	latin	0
JMP	shop	Banja Luka	latin	0
JUR PROM	shop	Livno	latin	0
JYSK	shop	Sarajevo	latin	0
Jagoda	shop	Tuzla	latin	0
Jaguar	shop	Trebinje	latin	0
Jane i Vule / Јане и Вуле	shop	Prijedor	cyrillic	0
Japanauto	shop	Sarajevo	latin	0
Jasmil	shop	Banja Luka	latin	0
Jasmil Doboj	shop	Doboj	latin	0
Jaso	shop	Bihać	latin	0
Jašarević	shop	Travnik	latin	1
Jeans	shop	Mostar	latin	0
Jelena Shop	shop	Banja Luka	latin	0
Jeordie's	shop	Banja Luka	latin	0
Jović	shop	Prijedor	latin	1
Jumbo	shop	Tuzla	latin	0
Junior-M	shop	Travnik	latin	0
Jups Trade	shop	Goražde	latin	0
Jurcomm	shop	Mostar	latin	0
Juvelir	shop	Brčko	latin	0
Juventa	shop	Mostar	latin	0
Juventa Sport	shop	Banja Luka	latin	0
Juventa Urban	shop	Mostar	latin	0
KALEA	shop	Banja Luka	latin	0
KB	shop	Mostar	latin	0
KLIMA SHOP s.p.	shop	Sarajevo	latin	0
KM Trade	shop	Mostar	latin	0
KMC	shop	Banja Luka	latin	0
Kaan - mobile	shop	Mostar	latin	0
Kabil	shop	Tuzla	latin	0
Kaiser	shop	Sarajevo	latin	0
Kalabria Turs	shop	Tuzla	latin	0
Kalea	shop	Bihać	latin	0
Kamelija	shop	Banja Luka	latin	0
Kamenorezačka radnja "Mramor"	shop	Banja Luka	latin	1
Kandija - digitalni tisak	shop	Mostar	latin	0
Kapriol	shop	Mostar	latin	0
Karanfil	shop	Travnik	latin	0
Karliko	shop	Livno	latin	0
Karliko br 7	shop	Mostar	latin	0
Kartopu	shop	Sarajevo	latin	0
Kastel 1	shop	Banja Luka	latin	0
Katana	shop	Banja Luka	latin	0
Katarina d.o.o.	shop	Mostar	latin	0
Kazandžija S. Baščaušević	shop	Sarajevo	latin	1
Kašmir	shop	Livno	latin	1
Kengur	shop	Brčko	latin	0
Kenon	shop	Brčko	latin	0
Keramika Onix	shop	Mostar	latin	0
Keramički dijelovi	shop	Mostar	latin	1
Kernis	shop	Bihać	latin	0
Ketti	shop	Tuzla	latin	0
Ketti doo	shop	Mostar	latin	0
Kia	shop	Sarajevo	latin	0
Kicks and Heelz	shop	Banja Luka	latin	0
Kineska	shop	Bihać	latin	0
Kineska prodavnica	shop	Sarajevo	latin	0
Kineska radnja	shop	Tuzla	latin	0
Kineska trgovina	shop	Banja Luka	latin	0
Kiosk	shop	Zenica	latin	0
Kladionica	shop	Sarajevo	latin	0
Klas	shop	Sarajevo	latin	0
Klas Centar	shop	Sarajevo	latin	0
Klub čitalaca	shop	Tuzla	latin	1
Knežević	shop	Brčko	latin	1
Knijzara Svjetlost	shop	Mostar	latin	0
Knjizara	shop	Bihać	latin	0
Knjižara "Famis"	shop	Mostar	latin	1
Knjižara "SARS"	shop	Mostar	latin	1
Knjižara - Zavod za udžbenike i nastavna sredstva	shop	Trebinje	latin	1
Knjižara Glorija	shop	Trebinje	latin	1
Knjižara Hercegovina	shop	Trebinje	latin	1
Knjižara Kultura	shop	Sarajevo	latin	1
Knjižara Nur	shop	Mostar	latin	1
Knjižara Svjetlost	shop	Bihać	latin	1
Kockar	shop	Banja Luka	latin	0
Kod Adisa	shop	Brčko	latin	0
Kod Laze	shop	Banja Luka	latin	0
Kod Razvitka	shop	Mostar	latin	0
Kod Želje	shop	Banja Luka	latin	1
Koka-Koka	shop	Banja Luka	latin	0
Kolja	shop	Mostar	latin	0
Konrad	shop	Sarajevo	latin	0
Kontinental prozori i vrata	shop	Banja Luka	latin	0
Kontra ribolov	shop	Banja Luka	latin	0
Konzum	shop	Sarajevo	latin	0
Konzum Sarajka	shop	Sarajevo	latin	0
Kopirnica Zrinjski	shop	Mostar	latin	0
Kormoran	shop	Trebinje	latin	0
Kort	shop	Banja Luka	latin	0
Kort Centar	shop	Brčko	latin	0
Kort Market	shop	Brčko	latin	0
Korzo	shop	Bihać	latin	0
Korzo Kapija	shop	Tuzla	latin	0
Kosorić vjenčanice	shop	Istočno Sarajevo	latin	1
Kotaraš	shop	Prijedor	latin	1
Koton	shop	Banja Luka	latin	0
Kozara	shop	Prijedor	latin	0
Kozmetički salon i solarijum Maja	shop	Sarajevo	latin	1
Kozmetološki centar "Be strong"	shop	Zenica	latin	1
Košuta	shop	Doboj	latin	1
Kožna galanterija "Galant"	shop	Livno	latin	1
Krajiške kapi	shop	Prijedor	latin	1
Kraš	shop	Prijedor	latin	1
Kristi	shop	Bijeljina	latin	0
Krojačka radnja Zero	shop	Livno	latin	1
Krojački Salon VERDE	shop	Sarajevo	latin	1
Krojački salon Anela	shop	Livno	latin	1
Krojački salon HIT	shop	Livno	latin	1
Kružni tok	shop	Livno	latin	1
Kultura	shop	Banja Luka	latin	0
Kuprešak	shop	Banja Luka	latin	1
Kuprešak Watches & Jewelry	shop	Banja Luka	latin	1
Kvalitet	shop	Goražde	latin	0
LADA	shop	Sarajevo	latin	0
LASER	shop	Bihać	latin	0
LC Print	shop	Banja Luka	latin	0
LC Waikiki	shop	Banja Luka	latin	0
LC Waikiki Outlet	shop	Mostar	latin	0
LEONARDO	shop	Mostar	latin	0
LIM - LI	shop	Livno	latin	0
LTB	shop	Mostar	latin	0
LULU	shop	Tuzla	latin	0
La Bellezza	shop	Mostar	latin	0
La Pari	shop	Mostar	latin	0
Lacoste	shop	Banja Luka	latin	0
Lacrima	shop	Prijedor	latin	0
Lada auto d.o.o.	shop	Banja Luka	latin	0
Lady	shop	Banja Luka	latin	0
Lafka	shop	Banja Luka	latin	0
Lamija	shop	Sarajevo	latin	0
Lancien	shop	Goražde	latin	0
Laptop Servis SET Computers	shop	Banja Luka	latin	0
Laser	shop	Bihać	latin	0
Laundry Service	shop	Mostar	latin	0
Lavanda	shop	Mostar	latin	0
Le Flores	shop	Mostar	latin	0
Legend	shop	Banja Luka	latin	0
Lejla	shop	Sarajevo	latin	0
Lekovita	shop	Brčko	latin	0
Lela	shop	Trebinje	latin	0
Lepenica Company	shop	Goražde	latin	0
Leptir	shop	Bihać	latin	0
Levi's	shop	Banja Luka	latin	0
Levi's Outlet (VARTEKS)	shop	Mostar	latin	0
Li Obuća	shop	Livno	latin	1
Li-Sladoled Soft Ice Cream	shop	Livno	latin	0
Lightstore	shop	Sarajevo	latin	0
Lilly Shoes	shop	Mostar	latin	0
Lim-Li	shop	Livno	latin	0
Limar Deba	shop	Brčko	latin	0
Lincom	shop	Travnik	latin	0
Lindex	shop	Banja Luka	latin	0
Linea Intimo	shop	Mostar	latin	0
Linea Namještaj	shop	Brčko	latin	1
Lisca	shop	Banja Luka	latin	0
Ljaljić turs	shop	Brčko	latin	1
Ljilja	shop	Banja Luka	latin	0
Logovita	shop	Mostar	latin	0
Lov i Ribolov	shop	Bihać	latin	0
Lovac	shop	Sarajevo	latin	0
Lovac doo	shop	Brčko	latin	0
Luce	shop	Mostar	latin	0
Ludi popust	shop	Banja Luka	latin	0
Lufthansa	shop	Mostar	latin	0
Lukas	shop	Banja Luka	latin	0
Lukač	shop	Brčko	latin	1
Lulu Gold Store	shop	Mostar	latin	0
Luna	shop	Tuzla	latin	0
Lunaris	shop	Banja Luka	latin	0
Lutrija BiH	shop	Sarajevo	latin	0
Lutrija BiH - Kralja Tomislava	shop	Mostar	latin	0
Lutrija BiH - Splitska	shop	Mostar	latin	0
Lutrija BiH - Titova	shop	Mostar	latin	0
Lutrija Bosne i Hercegovine	shop	Brčko	latin	0
Lutrija Republike Srpske - Borik	shop	Banja Luka	latin	0
Lutrija Republike Srpske - Bulevar	shop	Banja Luka	latin	0
Lutrija Republike Srpske - Merkator	shop	Banja Luka	latin	0
Lutrija Republike Srpske - Vrbas	shop	Banja Luka	latin	0
Lux Travel	shop	Trebinje	latin	0
Luxury Niche parfumerija	shop	Mostar	latin	0
M-BIKE SHOP	shop	Tuzla	latin	0
M-Bike	shop	Zenica	latin	0
M.A.S. Shop	shop	Sarajevo	latin	0
M.R. Kaprio	shop	Sarajevo	latin	0
MAH	shop	Sarajevo	latin	0
MAMAS ambience	shop	Sarajevo	latin	0
MASS light	shop	Doboj	latin	0
MASTER barber shop	shop	Sarajevo	latin	0
MB Projekt - Salon namještaja	shop	Banja Luka	latin	1
MBA Bakery	shop	Sarajevo	latin	0
META System	shop	Tuzla	latin	0
MFM export import	shop	Mostar	latin	0
MIM	shop	Sarajevo	latin	0
MIMA	shop	Banja Luka	latin	0
MM-TT	shop	Mostar	latin	0
MO Servis	shop	Mostar	latin	0
MOBIS d.o.o.	shop	Mostar	latin	0
MOBITEL STUDIO	shop	Tuzla	latin	0
MOBi Store	shop	Prijedor	latin	0
MOD SZR	shop	Tuzla	latin	0
MONA	shop	Mostar	latin	0
Mad Parfumeur	shop	Mostar	latin	0
Madame Coco	shop	Bihać	latin	0
Madona	shop	Banja Luka	latin	0
Magnifiko	shop	Sarajevo	latin	0
Maida	shop	Brčko	latin	0
Maison Coco francuska pekara	shop	Sarajevo	latin	0
Maja Boutique	shop	Banja Luka	latin	0
Mako print	shop	Banja Luka	latin	0
Malak Farma	shop	Sarajevo	latin	0
Malbašić	shop	Banja Luka	latin	1
Maletić	shop	Banja Luka	latin	1
Mali princ	shop	Mostar	latin	0
Malinić	shop	Prijedor	latin	1
Mami	shop	Banja Luka	latin	0
Mamma Mia	shop	Mostar	latin	0
Manarda	shop	Sarajevo	latin	0
Manja	shop	Banja Luka	latin	0
Mar - Tom	shop	Mostar	latin	0
Marija	shop	Banja Luka	latin	0
Marin & Co	shop	Banja Luka	latin	0
Marić	shop	Prijedor	latin	1
Mark Trade	shop	Brčko	latin	0
Market	shop	Banja Luka	latin	0
Market (Minimarket)	shop	Sarajevo	latin	0
Market AS	shop	Banja Luka	latin	0
Market AS Plus	shop	Banja Luka	latin	0
Market Flamingo	shop	Brčko	latin	0
Market Kodro	shop	Mostar	latin	0
Market Kort	shop	Brčko	latin	0
Market Kriška	shop	Bijeljina	latin	1
Market Livno	shop	Livno	latin	0
Market Lukić	shop	Banja Luka	latin	1
Market MM	shop	Brčko	latin	0
Market Željo	shop	Brčko	latin	1
Market „IN‘	shop	Brčko	latin	0
Marković vulkanizer	shop	Banja Luka	latin	1
Martimex parfumerija	shop	Zenica	latin	0
Masline	shop	Mostar	latin	0
Mass Light	shop	Livno	latin	0
Master Jo	shop	Brčko	latin	0
Masterwood Simić	shop	Brčko	latin	1
Matica Hrvatska	shop	Livno	latin	0
Matija Paunovski	shop	Cazin	latin	0
Max Mayer	shop	Prijedor	latin	0
MaxBet	shop	Banja Luka	latin	0
Maxi-Metro d.o.o	shop	Cazin	latin	0
Mazda Sarajevo	shop	Sarajevo	latin	0
Mašine i Alati	shop	Bijeljina	latin	1
Media Market	shop	Banja Luka	latin	0
Medsam	shop	Brčko	latin	0
Mega Company	shop	Bihać	latin	0
Mega Diskont	shop	Tuzla	latin	0
Mega diskont	shop	Tuzla	latin	0
Megamarkt	shop	Sarajevo	latin	0
Mehmet Šabić	shop	Sarajevo	latin	1
Meli Market	shop	Bihać	latin	0
Melly	shop	Brčko	latin	0
Menprom	shop	Tuzla	latin	0
Mercator	shop	Sarajevo	latin	0
Mercator Centar Tuzla	shop	Tuzla	latin	0
Mercedes	shop	Banja Luka	latin	0
Mercedes-Benz	shop	Sarajevo	latin	0
Merci	shop	Banja Luka	latin	0
Mercurator	shop	Bihać	latin	0
Meridian Bet	shop	Brčko	latin	0
Meridianbet	shop	Doboj	latin	0
Merkator	shop	Sarajevo	latin	0
Merkur	shop	Sarajevo	latin	0
Merkur Centar - servis	shop	Banja Luka	latin	0
Merter salon zavjesa	shop	Tuzla	latin	0
Mery's Hair Studio	shop	Tuzla	latin	0
Mesara	shop	Sarajevo	latin	0
Mesara "Mujanović"	shop	Sarajevo	latin	1
Mesara "Pani"	shop	Sarajevo	latin	0
Mesara "Stanković"	shop	Sarajevo	latin	1
Mesara Hodžić	shop	Sarajevo	latin	1
Mesara Stanković	shop	Sarajevo	latin	1
Mesnica	shop	Tuzla	latin	0
Mesnica "Bajra"	shop	Sarajevo	latin	0
Mesnica "Husić"	shop	Mostar	latin	1
Mesnica "Voloder"	shop	Mostar	latin	0
Mesnica Bajra	shop	Mostar	latin	0
Mesnica Brajlović	shop	Tuzla	latin	1
Mesnica Davor	shop	Livno	latin	0
Mesnica Ilićka	shop	Brčko	latin	1
Mesnica Kod Opana	shop	Brčko	latin	0
Mesnica Kojić	shop	Brčko	latin	1
Mesnica Korajac	shop	Bihać	latin	0
Mesnica Maksumić	shop	Mostar	latin	1
Mesnica Ognjište	shop	Mostar	latin	1
Mesnica Semić	shop	Tuzla	latin	1
Mesnica Vizuko	shop	Livno	latin	0
Mesnica halal	shop	Travnik	latin	0
Mesnica kod Laze	shop	Banja Luka	latin	0
Mesnica Šišović	shop	Mostar	latin	1
Metago	shop	Banja Luka	latin	0
Metalotehna	shop	Tuzla	latin	0
Metro	shop	Doboj	latin	0
Micko lakirer	shop	Sarajevo	latin	0
Mihajlović TC	shop	Bijeljina	latin	1
Mikrofin	shop	Mostar	latin	0
Mila	shop	Banja Luka	latin	0
Milennium	shop	Mostar	latin	0
Milinić	shop	Prijedor	latin	1
Miljatović	shop	Prijedor	latin	1
Millenium Art	shop	Sarajevo	latin	0
Mimaco keramika	shop	Mostar	latin	0
Mineli	shop	Brčko	latin	0
Minerva	shop	Brčko	latin	0
Mini Market	shop	Bihać	latin	0
Mini Shop	shop	Livno	latin	0
Mini Stop	shop	Bihać	latin	0
Mini market "Ogi"	shop	Banja Luka	latin	0
Mini-Mix	shop	Mostar	latin	0
Minimarket Bingo 3	shop	Sarajevo	latin	0
Mint ICT	shop	Banja Luka	latin	0
Minutica	shop	Banja Luka	latin	0
Mira	shop	Sarajevo	latin	0
Mirke	shop	Brčko	latin	0
Mirna	shop	Mostar	latin	0
Miss Gea	shop	Mostar	latin	0
Mjus	shop	Travnik	latin	0
Mlinar	shop	Sarajevo	latin	0
Mlinpek	shop	Travnik	latin	0
Mljekara Livno	shop	Livno	latin	0
Mo-Case	shop	Mostar	latin	0
Mobilcentar	shop	Prijedor	latin	0
Mobile Plus	shop	Prijedor	latin	0
Mobileland	shop	Banja Luka	latin	0
Mobitel	shop	Mostar	latin	0
Mobitel studio	shop	Tuzla	latin	0
Mobitel studio group	shop	Tuzla	latin	0
Mobitelecentar	shop	Mostar	latin	0
Mobitelshop	shop	Tuzla	latin	0
Moda Best	shop	Mostar	latin	0
Models	shop	Goražde	latin	0
Modiana	shop	Bijeljina	latin	0
Modni salon "Mirjana"	shop	Livno	latin	0
Mohito	shop	Banja Luka	latin	0
Moj Market	shop	Banja Luka	latin	0
Moja Optika Stanković	shop	Banja Luka	latin	1
Mojić doo	shop	Bijeljina	latin	1
Mona	shop	Banja Luka	latin	0
Morellato Venezia 1930	shop	Mostar	latin	0
Moto Klub Tuzla	shop	Tuzla	latin	0
Motorex	shop	Banja Luka	latin	0
Mozzart	shop	Sarajevo	latin	0
Mozzart BHPlay	shop	Mostar	latin	0
Mr. Bean	shop	Trebinje	latin	0
Mreža d.o.o.	shop	Mostar	latin	1
Mujanić	shop	Sarajevo	latin	1
Mulajim	shop	Bihać	latin	0
Muški frizer "BM"	shop	Sarajevo	latin	1
MyToner	shop	Bihać	latin	0
N market	shop	Sarajevo	latin	0
NAMEX br 8	shop	Mostar	latin	0
NUNA	shop	Sarajevo	latin	0
Namex	shop	Mostar	latin	0
Namex 23	shop	Mostar	latin	0
Namex 25	shop	Mostar	latin	0
Namex 37	shop	Mostar	latin	0
Namex Kolonija	shop	Mostar	latin	0
Namfleg Jewelry and Watches	shop	Mostar	latin	0
Namještaj Ikanović	shop	Cazin	latin	1
Nasiha	shop	Bihać	latin	0
Nataša - Sergej	shop	Banja Luka	latin	1
Naturela	shop	Sarajevo	latin	0
Natuzzi Italia	shop	Mostar	latin	0
Naša Pekara	shop	Prijedor	latin	1
Neli	shop	Bihać	latin	0
Nelly	shop	Bihać	latin	0
Nely	shop	Bihać	latin	0
Neobas	shop	Banja Luka	latin	0
Nerzz	shop	Cazin	latin	0
Neuroth	shop	Mostar	latin	0
Neutronio	shop	Tuzla	latin	0
Nevena Parfumerija	shop	Mostar	latin	0
New Look	shop	Mostar	latin	0
New Yorker	shop	Sarajevo	latin	0
Newspaper Kiosk	shop	Brčko	latin	0
Next	shop	Banja Luka	latin	0
Nike	shop	Banja Luka	latin	0
Nikić	shop	Prijedor	latin	1
Nikić-J	shop	Prijedor	latin	1
Nikola	shop	Prijedor	latin	0
Nimex	shop	Brčko	latin	0
Nina	shop	Banja Luka	latin	0
Ninaj	shop	Bihać	latin	0
Nine West	shop	Banja Luka	latin	0
Nomad	shop	Banja Luka	latin	0
Non Stop	shop	Sarajevo	latin	0
Nova	shop	Banja Luka	latin	0
Nova DI Vrbas	shop	Banja Luka	latin	0
Novogradnja	shop	Goražde	latin	0
Novotel	shop	Mostar	latin	0
NutriShop Zećo	shop	Tuzla	latin	1
O.R Salon za manuelnu masažu Studio RELAX	shop	Mostar	latin	1
OBI	shop	Sarajevo	latin	0
OK Mobil	shop	Banja Luka	latin	0
OKAIDI	shop	Mostar	latin	0
OPEL Automehaničarska radnja Sulić	shop	Bihać	latin	1
OPEL SAFETY CAR	shop	Sarajevo	latin	0
OZ Craft Pivo	shop	Trebinje	latin	0
OZZ Moda	shop	Mostar	latin	0
Oaza 0-24	shop	Sarajevo	latin	0
Obuća Metro	shop	Tuzla	latin	1
Obuća koža	shop	Mostar	latin	1
Obućar frodeo	shop	Mostar	latin	1
Odisej Moto Shop	shop	Tuzla	latin	0
Office Shoes	shop	Banja Luka	latin	0
Oglavina	shop	Brčko	latin	0
Okaidi	shop	Zenica	latin	0
Oktan	shop	Bijeljina	latin	0
Old Gold	shop	Bijeljina	latin	0
Omega d.o.o.	shop	Tuzla	latin	0
Omega shop	shop	Banja Luka	latin	0
Oniprom veleprodaja	shop	Goražde	latin	0
Onogošt	shop	Sarajevo	latin	1
Opposite	shop	Brčko	latin	0
Opresa	shop	Sarajevo	latin	0
Optic Plus	shop	Banja Luka	latin	0
Optika Arnautović	shop	Bihać	latin	1
Optika Dervišević	shop	Bihać	latin	1
Optika Durak	shop	Sarajevo	latin	0
Optika Provizion	shop	Mostar	latin	0
Optika Zeko	shop	Livno	latin	0
Optiker "Optika"	shop	Banja Luka	latin	0
Orfej italijanski namještaj	shop	Banja Luka	latin	1
Orfej kupatila	shop	Banja Luka	latin	0
OrtoOptic	shop	Banja Luka	latin	0
Osman Small Store	shop	Sarajevo	latin	0
Ottoman Premium Delight 1875	shop	Mostar	latin	0
Oviesse Kids	shop	Banja Luka	latin	0
PC Centar	shop	Mostar	latin	0
PC Max	shop	Banja Luka	latin	0
PC Team	shop	Sarajevo	latin	0
PC-Servis.com	shop	Banja Luka	latin	0
PCLab	shop	Travnik	latin	0
PENNY PLUS doo	shop	Sarajevo	latin	0
PET CITY	shop	Mostar	latin	0
PINUS engeneering d.o.o.	shop	Sarajevo	latin	0
PIPA	shop	Livno	latin	0
PLANIKA	shop	Tuzla	latin	0
PLAZA	shop	Banja Luka	latin	0
PLIMA centrala	shop	Mostar	latin	0
PRIMADONNA COLLECTION	shop	Mostar	latin	0
PROKOSS d.o.o.	shop	Brčko	latin	0
PS Fashion	shop	Banja Luka	latin	0
Palaković Servis	shop	Banja Luka	latin	1
Paloma Grand	shop	Banja Luka	latin	0
Panda	shop	Banja Luka	latin	0
Pandora	shop	Banja Luka	latin	0
Panona in	shop	Brčko	latin	0
Parfimerija	shop	Trebinje	latin	0
Parfimerija STARS	shop	Brčko	latin	0
Parfois	shop	Banja Luka	latin	0
Partner	shop	Banja Luka	latin	0
Party	shop	Banja Luka	latin	0
Pavić Prodavaonica	shop	Livno	latin	1
